"","Newspaper","City","State","Year","County","Full_State","GISJOIN","STATEICP","STATEFIPS","COUNTYFIPS","VARIABLE NAME"
"972","The California Eagle","Los Angeles","CA",1956,"Los Angeles","California","G0500690","71","6","370",NA
"973","The California Eagle","Los Angeles","CA",1957,"Los Angeles","California","G0500690","71","6","370",NA
"974","The California Eagle","Los Angeles","CA",1958,"Los Angeles","California","G0500690","71","6","370",NA
"975","The California Eagle","Los Angeles","CA",1959,"Los Angeles","California","G0500690","71","6","370",NA
"976","The California Eagle","Los Angeles","CA",1960,"Los Angeles","California","G0500690","71","6","370",NA
"977","The California Eagle","Los Angeles","CA",1961,"Los Angeles","California","G0500690","71","6","370",NA
"978","The California Eagle","Los Angeles","CA",1962,"Los Angeles","California","G0500690","71","6","370",NA
"979","The California Eagle","Los Angeles","CA",1963,"Los Angeles","California","G0500690","71","6","370",NA
"980","The California Eagle","Los Angeles","CA",1964,"Los Angeles","California","G0500690","71","6","370",NA
"981","The Carolina Times","Durham","NC",1937,"Durham","North Carolina","G3600690","47","37","630",NA
"982","The Carolina Times","Durham","NC",1938,"Durham","North Carolina","G3600690","47","37","630",NA
"983","The Carolina Times","Durham","NC",1939,"Durham","North Carolina","G3600690","47","37","630",NA
"984","The Carolina Times","Durham","NC",1940,"Durham","North Carolina","G3600690","47","37","630",NA
"985","The Carolina Times","Durham","NC",1941,"Durham","North Carolina","G3600690","47","37","630",NA
"986","The Carolina Times","Durham","NC",1942,"Durham","North Carolina","G3600690","47","37","630",NA
"987","The Carolina Times","Durham","NC",1943,"Durham","North Carolina","G3600690","47","37","630",NA
"988","The Carolina Times","Durham","NC",1949,"Durham","North Carolina","G3600690","47","37","630",NA
"989","The Carolina Times","Durham","NC",1950,"Durham","North Carolina","G3600690","47","37","630",NA
"990","The Carolina Times","Durham","NC",1952,"Durham","North Carolina","G3600690","47","37","630",NA
"991","The Carolina Times","Durham","NC",1953,"Durham","North Carolina","G3600690","47","37","630",NA
"992","The Carolina Times","Durham","NC",1954,"Durham","North Carolina","G3600690","47","37","630",NA
"993","The Carolina Times","Durham","NC",1955,"Durham","North Carolina","G3600690","47","37","630",NA
"994","The Carolina Times","Durham","NC",1956,"Durham","North Carolina","G3600690","47","37","630",NA
"995","The Carolina Times","Durham","NC",1957,"Durham","North Carolina","G3600690","47","37","630",NA
"996","The Carolina Times","Durham","NC",1958,"Durham","North Carolina","G3600690","47","37","630",NA
"997","The Carolina Times","Durham","NC",1959,"Durham","North Carolina","G3600690","47","37","630",NA
"998","The Carolina Times","Durham","NC",1960,"Durham","North Carolina","G3600690","47","37","630",NA
"999","The Carolina Times","Durham","NC",1961,"Durham","North Carolina","G3600690","47","37","630",NA
"1000","The Carolina Times","Durham","NC",1962,"Durham","North Carolina","G3600690","47","37","630",NA
"1001","The Carolina Times","Durham","NC",1963,"Durham","North Carolina","G3600690","47","37","630",NA
"1002","The Carolina Times","Durham","NC",1964,"Durham","North Carolina","G3600690","47","37","630",NA
"1003","The Carolina Times","Durham","NC",1965,"Durham","North Carolina","G3600690","47","37","630",NA
"1004","The Carolina Tribune","Raleigh","NC",1935,"Wake","North Carolina","G3700650","47","37","1830",NA
"1005","The Carolina Tribune","Raleigh","NC",1939,"Wake","North Carolina","G3700650","47","37","1830",NA
"1006","Cayton's Monthly","Seattle","WA",1921,"King","Washington","G5107350","73","53","330",NA
"1007","Cayton's Weekly","Seattle","WA",1917,"King","Washington","G5107350","73","53","330",NA
"1008","Cayton's Weekly","Seattle","WA",1918,"King","Washington","G5107350","73","53","330",NA
"1009","Cayton's Weekly","Seattle","WA",1919,"King","Washington","G5107350","73","53","330",NA
"1010","Cayton's Weekly","Seattle","WA",1920,"King","Washington","G5107350","73","53","330",NA
"1011","Cayton's Weekly","Seattle","WA",1921,"King","Washington","G5107350","73","53","330",NA
"1012","The Century Voice","Yazoo City","MS",1942,"Yazoo","Mississippi","G2800450","46","28","1630",NA
"1013","The Century Voice","Yazoo City","MS",1943,"Yazoo","Mississippi","G2800450","46","28","1630",NA
"1014","The Century Voice","Yazoo City","MS",1944,"Yazoo","Mississippi","G2800450","46","28","1630",NA
"1015","The Century Voice","Yazoo City","MS",1945,"Yazoo","Mississippi","G2800450","46","28","1630",NA
"1016","The Century Voice","Yazoo City","MS",1956,"Yazoo","Mississippi","G2800450","46","28","1630",NA
"1017","The Century Voice","Yazoo City","MS",1958,"Yazoo","Mississippi","G2800450","46","28","1630",NA
"1018","The Century Voice","Yazoo City","MS",1962,"Yazoo","Mississippi","G2800450","46","28","1630",NA
"1019","The Century Voice","Yazoo City","MS",1963,"Yazoo","Mississippi","G2800450","46","28","1630",NA
"1020","The Chicago Illinois Idea","Chicago","IL",1916,"Cook","Illinois","G1600030","21","17","310",NA
"1021","The Chicago Whip","Chicago","IL",1919,"Cook","Illinois","G1600030","21","17","310",NA
"1022","The Chicago Whip","Chicago","IL",1920,"Cook","Illinois","G1600030","21","17","310",NA
"1023","The Chicago Whip","Chicago","IL",1921,"Cook","Illinois","G1600030","21","17","310",NA
"1024","The Chicago Whip","Chicago","IL",1922,"Cook","Illinois","G1600030","21","17","310",NA
"1025","The Chicago Whip","Chicago","IL",1927,"Cook","Illinois","G1600030","21","17","310",NA
"1026","The Chicago Whip","Chicago","IL",1928,"Cook","Illinois","G1600030","21","17","310",NA
"1027","The Chicago Whip","Chicago","IL",1931,"Cook","Illinois","G1600030","21","17","310",NA
"1028","Chicago World","Chicago","IL",1934,"Cook","Illinois","G1600030","21","17","310",NA
"1029","Chicago World","Chicago","IL",1935,"Cook","Illinois","G1600030","21","17","310",NA
"1030","Chicago World","Chicago","IL",1948,"Cook","Illinois","G1600030","21","17","310",NA
"1031","Chicago World","Chicago","IL",1949,"Cook","Illinois","G1600030","21","17","310",NA
"1032","Chicago World","Chicago","IL",1950,"Cook","Illinois","G1600030","21","17","310",NA
"1033","The Colorado Stateman","Denver","CO",1904,"Denver","Colorado","G0600310","62","8","310",NA
"1034","The Colorado Stateman","Denver","CO",1905,"Denver","Colorado","G0600310","62","8","310",NA
"1035","The Colorado Stateman","Denver","CO",1906,"Denver","Colorado","G0600310","62","8","310",NA
"1036","The Colorado Stateman","Denver","CO",1907,"Denver","Colorado","G0600310","62","8","310",NA
"1037","The Colorado Stateman","Denver","CO",1908,"Denver","Colorado","G0600310","62","8","310",NA
"1038","The Colorado Stateman","Denver","CO",1909,"Denver","Colorado","G0600310","62","8","310",NA
"1039","The Colorado Stateman","Denver","CO",1910,"Denver","Colorado","G0600310","62","8","310",NA
"1040","The Colorado Stateman","Denver","CO",1911,"Denver","Colorado","G0600310","62","8","310",NA
"1041","The Colorado Stateman","Denver","CO",1912,"Denver","Colorado","G0600310","62","8","310",NA
"1042","The Colorado Stateman","Denver","CO",1913,"Denver","Colorado","G0600310","62","8","310",NA
"1043","The Colorado Stateman","Denver","CO",1914,"Denver","Colorado","G0600310","62","8","310",NA
"1044","The Colorado Stateman","Denver","CO",1915,"Denver","Colorado","G0600310","62","8","310",NA
"1045","The Colorado Stateman","Denver","CO",1916,"Denver","Colorado","G0600310","62","8","310",NA
"1046","The Colorado Stateman","Denver","CO",1917,"Denver","Colorado","G0600310","62","8","310",NA
"1047","The Colorado Stateman","Denver","CO",1918,"Denver","Colorado","G0600310","62","8","310",NA
"1048","The Colorado Stateman","Denver","CO",1919,"Denver","Colorado","G0600310","62","8","310",NA
"1049","The Colorado Stateman","Denver","CO",1920,"Denver","Colorado","G0600310","62","8","310",NA
"1050","The Colorado Stateman","Denver","CO",1921,"Denver","Colorado","G0600310","62","8","310",NA
"1051","The Colorado Stateman","Denver","CO",1922,"Denver","Colorado","G0600310","62","8","310",NA
"1052","The Colorado Stateman","Denver","CO",1923,"Denver","Colorado","G0600310","62","8","310",NA
"1053","The Colorado Stateman","Denver","CO",1924,"Denver","Colorado","G0600310","62","8","310",NA
"1054","The Colored Citizen","Pensacola","FL",1914,"Escambia","Florida","G0800670","43","12","330",NA
"1055","The Colored Citizen","Pensacola","FL",1915,"Escambia","Florida","G0800670","43","12","330",NA
"1056","The Colored Citizen","Pensacola","FL",1916,"Escambia","Florida","G0800670","43","12","330",NA
"1057","The Colored Citizen","Pensacola","FL",1917,"Escambia","Florida","G0800670","43","12","330",NA
"1058","The Colored Citizen","Pensacola","FL",1918,"Escambia","Florida","G0800670","43","12","330",NA
"1059","The Colored Citizen","Pensacola","FL",1919,"Escambia","Florida","G0800670","43","12","330",NA
"1060","The Colored Citizen","Pensacola","FL",1920,"Escambia","Florida","G0800670","43","12","330",NA
"1061","The Colored Citizen","Pensacola","FL",1921,"Escambia","Florida","G0800670","43","12","330",NA
"1062","The Colored Citizen","Pensacola","FL",1922,"Escambia","Florida","G0800670","43","12","330",NA
"1063","The Colored Citizen","Pensacola","FL",1923,"Escambia","Florida","G0800670","43","12","330",NA
"1064","The Colored Citizen","Pensacola","FL",1924,"Escambia","Florida","G0800670","43","12","330",NA
"1065","The Colored Citizen","Pensacola","FL",1925,"Escambia","Florida","G0800670","43","12","330",NA
"1066","The Colored Citizen","Pensacola","FL",1926,"Escambia","Florida","G0800670","43","12","330",NA
"1067","The Colored Citizen","Pensacola","FL",1927,"Escambia","Florida","G0800670","43","12","330",NA
"1068","The Colored Citizen","Pensacola","FL",1928,"Escambia","Florida","G0800670","43","12","330",NA
"1069","The Colored Citizen","Pensacola","FL",1929,"Escambia","Florida","G0800670","43","12","330",NA
"1070","The Colored Citizen","Pensacola","FL",1930,"Escambia","Florida","G0800670","43","12","330",NA
"1071","The Colored Citizen","Pensacola","FL",1931,"Escambia","Florida","G0800670","43","12","330",NA
"1072","The Colored Citizen","Pensacola","FL",1932,"Escambia","Florida","G0800670","43","12","330",NA
"1073","The Colored Citizen","Pensacola","FL",1933,"Escambia","Florida","G0800670","43","12","330",NA
"1074","The Colored Citizen","Pensacola","FL",1934,"Escambia","Florida","G0800670","43","12","330",NA
"1075","The Colored Citizen","Pensacola","FL",1935,"Escambia","Florida","G0800670","43","12","330",NA
"1076","The Colored Citizen","Pensacola","FL",1936,"Escambia","Florida","G0800670","43","12","330",NA
"1077","The Colored Citizen","Pensacola","FL",1937,"Escambia","Florida","G0800670","43","12","330",NA
"1078","The Colored Citizen","Pensacola","FL",1938,"Escambia","Florida","G0800670","43","12","330",NA
"1079","The Colored Citizen","Pensacola","FL",1939,"Escambia","Florida","G0800670","43","12","330",NA
"1080","The Colored Citizen","Pensacola","FL",1940,"Escambia","Florida","G0800670","43","12","330",NA
"1081","The Colored Citizen","Pensacola","FL",1941,"Escambia","Florida","G0800670","43","12","330",NA
"1082","The Colored Citizen","Pensacola","FL",1942,"Escambia","Florida","G0800670","43","12","330",NA
"1083","The Colored Citizen","Pensacola","FL",1943,"Escambia","Florida","G0800670","43","12","330",NA
"1084","The Colored Citizen","Pensacola","FL",1944,"Escambia","Florida","G0800670","43","12","330",NA
"1085","The Colored Citizen","Pensacola","FL",1945,"Escambia","Florida","G0800670","43","12","330",NA
"1086","The Colored Citizen","Pensacola","FL",1946,"Escambia","Florida","G0800670","43","12","330",NA
"1087","The Colored Citizen","Pensacola","FL",1947,"Escambia","Florida","G0800670","43","12","330",NA
"1088","The Colored Citizen","Pensacola","FL",1948,"Escambia","Florida","G0800670","43","12","330",NA
"1089","The Colored Citizen","Pensacola","FL",1949,"Escambia","Florida","G0800670","43","12","330",NA
"1090","The Colored Citizen","Pensacola","FL",1950,"Escambia","Florida","G0800670","43","12","330",NA
"1091","The Colored Citizen","Pensacola","FL",1951,"Escambia","Florida","G0800670","43","12","330",NA
"1092","The Colored Citizen","Pensacola","FL",1952,"Escambia","Florida","G0800670","43","12","330",NA
"1093","The Colored Citizen","Pensacola","FL",1953,"Escambia","Florida","G0800670","43","12","330",NA
"1094","The Colored Citizen","Pensacola","FL",1954,"Escambia","Florida","G0800670","43","12","330",NA
"1095","The Colored Citizen","Pensacola","FL",1955,"Escambia","Florida","G0800670","43","12","330",NA
"1096","The Colored Citizen","Pensacola","FL",1956,"Escambia","Florida","G0800670","43","12","330",NA
"1097","The Colored Citizen","Pensacola","FL",1957,"Escambia","Florida","G0800670","43","12","330",NA
"1098","The Colored Citizen","Pensacola","FL",1958,"Escambia","Florida","G0800670","43","12","330",NA
"1099","The Commonwealth","Baltimore","MD",1915,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1100","The Daily Bulletin","Dayton","OH",1944,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1101","The Daily Bulletin","Dayton","OH",1945,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1102","The Daily Bulletin","Dayton","OH",1946,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1103","The Dallas Express","Dallas","TX",1919,"Dallas","Texas","G4701850","49","48","1130",NA
"1104","The Dallas Express","Dallas","TX",1920,"Dallas","Texas","G4701850","49","48","1130",NA
"1105","The Dallas Express","Dallas","TX",1921,"Dallas","Texas","G4701850","49","48","1130",NA
"1106","The Dallas Express","Dallas","TX",1922,"Dallas","Texas","G4701850","49","48","1130",NA
"1107","The Dayton Forum","Dayton","OH",1918,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1108","The Dayton Forum","Dayton","OH",1919,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1109","The Dayton Forum","Dayton","OH",1930,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1110","The Dayton Forum","Dayton","OH",1936,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1111","The Dayton Forum","Dayton","OH",1937,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1112","The Dayton Forum","Dayton","OH",1938,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1113","The Dayton Forum","Dayton","OH",1939,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1114","The Dayton Forum","Dayton","OH",1940,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1115","The Dayton Forum","Dayton","OH",1941,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1116","The Dayton Forum","Dayton","OH",1942,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1117","The Dayton Forum","Dayton","OH",1943,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1118","The Dayton Forum","Dayton","OH",1944,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1119","The Dayton Forum","Dayton","OH",1945,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1120","The Dayton Forum","Dayton","OH",1946,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1121","The Delta Leader","Greenville","MS",1943,"Washington","Mississippi","G2800330","46","28","1510",NA
"1122","The Delta Leader","Greenville","MS",1955,"Washington","Mississippi","G2800330","46","28","1510",NA
"1123","Detroit Tribune","Detroit","MI",1933,"Wayne","Michigan","G2600450","23","26","1630",NA
"1124","The Detroit Tribune","Detroit","MI",1935,"Wayne","Michigan","G2600450","23","26","1630",NA
"1125","The Detroit Tribune","Detroit","MI",1936,"Wayne","Michigan","G2600450","23","26","1630",NA
"1126","The Detroit Tribune","Detroit","MI",1937,"Wayne","Michigan","G2600450","23","26","1630",NA
"1127","The Detroit Tribune","Detroit","MI",1938,"Wayne","Michigan","G2600450","23","26","1630",NA
"1128","The Detroit Tribune","Detroit","MI",1939,"Wayne","Michigan","G2600450","23","26","1630",NA
"1129","The Detroit Tribune","Detroit","MI",1940,"Wayne","Michigan","G2600450","23","26","1630",NA
"1130","The Detroit Tribune","Detroit","MI",1941,"Wayne","Michigan","G2600450","23","26","1630",NA
"1131","The Detroit Tribune","Detroit","MI",1942,"Wayne","Michigan","G2600450","23","26","1630",NA
"1132","The Detroit Tribune","Detroit","MI",1943,"Wayne","Michigan","G2600450","23","26","1630",NA
"1133","The Detroit Tribune","Detroit","MI",1944,"Wayne","Michigan","G2600450","23","26","1630",NA
"1134","The Detroit Tribune","Detroit","MI",1945,"Wayne","Michigan","G2600450","23","26","1630",NA
"1135","The Detroit Tribune","Detroit","MI",1946,"Wayne","Michigan","G2600450","23","26","1630",NA
"1136","The Detroit Tribune","Detroit","MI",1947,"Wayne","Michigan","G2600450","23","26","1630",NA
"1137","The Detroit Tribune","Detroit","MI",1948,"Wayne","Michigan","G2600450","23","26","1630",NA
"1138","The Detroit Tribune","Detroit","MI",1949,"Wayne","Michigan","G2600450","23","26","1630",NA
"1139","The Detroit Tribune","Detroit","MI",1950,"Wayne","Michigan","G2600450","23","26","1630",NA
"1140","The Detroit Tribune","Detroit","MI",1951,"Wayne","Michigan","G2600450","23","26","1630",NA
"1141","The Detroit Tribune","Detroit","MI",1952,"Wayne","Michigan","G2600450","23","26","1630",NA
"1142","The Detroit Tribune","Detroit","MI",1953,"Wayne","Michigan","G2600450","23","26","1630",NA
"1143","The Detroit Tribune","Detroit","MI",1954,"Wayne","Michigan","G2600450","23","26","1630",NA
"1144","The Detroit Tribune","Detroit","MI",1955,"Wayne","Michigan","G2600450","23","26","1630",NA
"1145","The Detroit Tribune","Detroit","MI",1956,"Wayne","Michigan","G2600450","23","26","1630",NA
"1146","The Detroit Tribune","Detroit","MI",1957,"Wayne","Michigan","G2600450","23","26","1630",NA
"1147","The Detroit Tribune","Detroit","MI",1958,"Wayne","Michigan","G2600450","23","26","1630",NA
"1148","The Detroit Tribune","Detroit","MI",1959,"Wayne","Michigan","G2600450","23","26","1630",NA
"1149","The Detroit Tribune","Detroit","MI",1960,"Wayne","Michigan","G2600450","23","26","1630",NA
"1150","The Detroit Tribune","Detroit","MI",1961,"Wayne","Michigan","G2600450","23","26","1630",NA
"1151","The Detroit Tribune","Detroit","MI",1962,"Wayne","Michigan","G2600450","23","26","1630",NA
"1152","The Detroit Tribune","Detroit","MI",1963,"Wayne","Michigan","G2600450","23","26","1630",NA
"1153","The Echo","Meridian","MS",1942,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1154","The Echo","Meridian","MS",1943,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1155","The Echo","Meridian","MS",1944,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1156","The Echo","Meridian","MS",1945,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1157","The Echo","Meridian","MS",1946,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1158","The Echo","Meridian","MS",1947,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1159","The Echo","Meridian","MS",1948,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1160","The Echo","Meridian","MS",1949,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1161","The Echo","Meridian","MS",1950,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1162","The Echo","Meridian","MS",1951,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1163","The Echo","Meridian","MS",1952,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1164","The Echo","Meridian","MS",1953,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1165","The Echo","Meridian","MS",1954,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1166","The Echo","Meridian","MS",1955,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1167","The Echo","Meridian","MS",1956,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1168","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1927,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1169","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1928,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1170","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1929,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1171","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1930,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1172","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1931,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1173","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1932,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1174","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1933,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1175","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1934,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1176","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1935,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1177","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1936,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1178","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1937,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1179","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1938,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1180","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1939,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1181","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1940,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1182","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1941,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1183","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1942,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1184","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1943,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1185","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1944,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1186","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1945,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1187","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1946,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1188","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1947,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1189","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1948,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1190","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1949,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1191","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1950,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1192","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1951,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1193","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1952,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1194","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1953,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1195","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1954,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1196","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1955,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1197","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1956,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1198","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1957,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1199","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1958,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1200","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1959,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1201","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1960,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1202","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1961,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1203","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1962,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1204","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1963,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1205","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1964,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1206","Elizabeth City State University Student Newspaper","Elizabeth City","NC",1965,"Pasquotank","North Carolina","G3700210","47","37","1390",NA
"1207","The Enterprise","Seattle","WA",1926,"King","Washington","G5107350","73","53","330",NA
"1208","The Enterprise","Seattle","WA",1927,"King","Washington","G5107350","73","53","330",NA
"1209","The Enterprise","Seattle","WA",1928,"King","Washington","G5107350","73","53","330",NA
"1210","The Evansville Argus","Evansville","IN",1938,"Vanderburgh","Indiana","G1800450","22","18","1630",NA
"1211","The Evansville Argus","Evansville","IN",1939,"Vanderburgh","Indiana","G1800450","22","18","1630",NA
"1212","The Evansville Argus","Evansville","IN",1940,"Vanderburgh","Indiana","G1800450","22","18","1630",NA
"1213","The Evansville Argus","Evansville","IN",1941,"Vanderburgh","Indiana","G1800450","22","18","1630",NA
"1214","The Evansville Argus","Evansville","IN",1942,"Vanderburgh","Indiana","G1800450","22","18","1630",NA
"1215","The Evansville Argus","Evansville","IN",1943,"Vanderburgh","Indiana","G1800450","22","18","1630",NA
"1216","The Florida Sentinel","Gainesville","FL",1919,"Alachua","Florida","G0800350","43","12","10",NA
"1217","The Future Outlook","Greensboro","NC",1941,"Guilford","North Carolina","G3600870","47","37","810",NA
"1218","The Future Outlook","Greensboro","NC",1942,"Guilford","North Carolina","G3600870","47","37","810",NA
"1219","The Future Outlook","Greensboro","NC",1943,"Guilford","North Carolina","G3600870","47","37","810",NA
"1220","The Future Outlook","Greensboro","NC",1947,"Guilford","North Carolina","G3600870","47","37","810",NA
"1221","The Future Outlook","Greensboro","NC",1949,"Guilford","North Carolina","G3600870","47","37","810",NA
"1222","The Future Outlook","Greensboro","NC",1952,"Guilford","North Carolina","G3600870","47","37","810",NA
"1223","The Future Outlook","Greensboro","NC",1958,"Guilford","North Carolina","G3600870","47","37","810",NA
"1224","The Future Outlook","Greensboro","NC",1959,"Guilford","North Carolina","G3600870","47","37","810",NA
"1225","The Future Outlook","Greensboro","NC",1960,"Guilford","North Carolina","G3600870","47","37","810",NA
"1226","The Future Outlook","Greensboro","NC",1961,"Guilford","North Carolina","G3600870","47","37","810",NA
"1227","The Future Outlook","Greensboro","NC",1962,"Guilford","North Carolina","G3600870","47","37","810",NA
"1228","The Future Outlook","Greensboro","NC",1963,"Guilford","North Carolina","G3600870","47","37","810",NA
"1229","Hartford-Springfield Chronicle","Springfield","MA",1940,"Hampden","Massachusetts","G2201030","3","25","130",NA
"1230","The Houston Informer","Houston","TX",1919,"Harris","Texas","G4800830","49","48","2010",NA
"1231","The Houston Informer","Houston","TX",1920,"Harris","Texas","G4800830","49","48","2010",NA
"1232","The Houston Informer","Houston","TX",1921,"Harris","Texas","G4800830","49","48","2010",NA
"1233","The Houston Informer","Houston","TX",1922,"Harris","Texas","G4800830","49","48","2010",NA
"1234","The Houston Informer","Houston","TX",1923,"Harris","Texas","G4800830","49","48","2010",NA
"1235","The Houston Informer","Houston","TX",1924,"Harris","Texas","G4800830","49","48","2010",NA
"1236","The Illinois Star","Galesburg","IL",1935,"Knox","Illinois","G1600670","21","17","950",NA
"1237","The Illinois Star","Galesburg","IL",1937,"Knox","Illinois","G1600670","21","17","950",NA
"1238","The Illinois Star","Galesburg","IL",1938,"Knox","Illinois","G1600670","21","17","950",NA
"1239","The Illinois Star","Galesburg","IL",1939,"Knox","Illinois","G1600670","21","17","950",NA
"1240","The Illinois Star","Galesburg","IL",1940,"Knox","Illinois","G1600670","21","17","950",NA
"1241","The Illinois Star","Galesburg","IL",1941,"Knox","Illinois","G1600670","21","17","950",NA
"1242","Jackson Advocate","Jackson","MS",1941,"Hinds","Mississippi","G2701050","46","28","490",NA
"1243","Jackson Advocate","Jackson","MS",1942,"Hinds","Mississippi","G2701050","46","28","490",NA
"1244","Jackson Advocate","Jackson","MS",1943,"Hinds","Mississippi","G2701050","46","28","490",NA
